isr_entry,c_entry,first_try_lock_mm_and_find_vma_start,first_try_handle_mm_fault_with_mm_lock_start,first_try_handle_mm_fault_with_mm_lock_page_table_walk_end,handle_usm_fault_poll_ready_start,handle_usm_fault_poll_ready_end,handle_usm_fault_poll_returned_start,handle_usm_fault_poll_returned_end,first_try_handle_mm_fault_with_mm_lock_end,c_exit,iret,end
612,834,136,38,286,496,30,396,4438,1470,1024,584,372
610,834,142,38,288,490,32,390,3558,752,1006,586,372
612,828,136,38,292,480,30,382,4724,720,1014,588,370
614,824,136,38,284,474,32,394,4724,720,1036,592,372
614,832,136,40,282,480,30,380,4768,722,1052,586,370
610,834,136,40,334,502,32,378,3960,726,1014,612,372
614,832,136,38,288,502,30,384,4782,730,1034,588,374
612,836,136,38,290,486,30,382,3886,720,1012,586,374
616,828,136,38,286,492,30,394,3890,720,1032,588,372
610,836,136,38,290,494,30,394,3574,722,1018,586,370
610,838,136,38,288,466,32,378,3886,708,1012,586,370
608,822,140,38,286,476,30,378,3860,738,1022,588,372
612,822,136,38,284,484,30,380,3564,510,1118,588,374
610,828,140,40,286,480,30,392,3868,744,1040,592,372
612,826,140,38,290,478,30,384,3884,696,1014,590,374
612,826,142,38,286,480,30,382,3876,756,1022,588,372
612,820,136,38,292,478,30,380,3916,690,1026,586,368
612,830,134,40,284,480,30,412,3566,688,1010,594,370
612,826,136,40,284,480,32,380,3848,514,1160,594,372
614,826,136,40,286,492,30,382,3852,770,1038,586,372
614,822,136,38,292,478,30,412,3592,748,1016,588,372
610,828,134,40,284,468,32,396,4136,808,682,594,372
616,822,136,40,286,472,30,394,3558,842,1006,590,374
610,840,136,38,286,478,32,404,3894,742,1010,588,370
608,824,136,38,284,480,30,402,3894,744,1012,584,370
614,824,142,38,288,478,32,388,3602,748,1008,594,370
614,836,134,38,288,470,30,382,3844,714,1018,586,372
614,824,134,40,292,480,32,402,3854,720,1020,588,372
610,826,136,38,288,478,32,392,3838,748,1042,588,372
612,828,140,40,286,480,30,382,3880,500,1144,594,372
612,832,136,38,294,476,30,386,3898,734,1034,590,370
616,822,136,40,292,478,30,382,3868,700,1012,588,374
610,832,134,40,290,476,30,392,3978,722,1032,594,372
610,836,134,40,284,476,30,394,3558,726,1012,590,370
610,822,134,40,292,488,30,382,3870,750,1042,586,370
612,830,136,40,284,488,32,378,3878,720,1038,590,370
616,824,136,38,286,480,30,382,3886,696,1010,588,372
616,830,140,40,286,480,30,398,3584,720,1040,584,374
612,828,136,40,284,478,30,388,4092,832,684,596,372
612,824,136,38,294,486,30,384,3982,710,1012,598,372
612,830,142,38,286,486,28,384,3896,510,1138,582,370
610,842,134,40,286,478,32,378,3894,718,1010,586,370
614,830,136,38,284,490,32,378,3852,686,1014,590,372
616,820,142,38,288,480,32,378,3878,528,1126,586,372
610,830,142,38,294,490,32,378,3884,696,1014,584,372
608,830,136,38,292,480,32,378,3886,710,1010,588,374
612,824,142,38,294,492,30,384,3872,704,1006,584,372
614,830,136,38,290,490,30,382,3872,736,1022,590,372
612,830,136,38,292,482,30,394,3566,740,1040,590,372
614,838,134,40,286,480,30,392,4106,798,660,594,372
610,830,136,40,286,478,32,378,3876,708,1016,586,372
606,832,136,38,286,474,32,378,3868,748,1012,586,370
618,832,136,38,292,476,32,400,3908,754,1022,592,370
610,828,140,38,288,492,30,382,3904,700,1006,590,370
614,824,134,38,286,500,30,392,3554,688,1010,588,372
610,822,134,38,288,484,28,384,3854,768,1046,588,372
604,834,140,38,288,480,30,390,3892,752,1018,584,370
614,832,136,38,286,480,30,402,3860,710,1010,590,370
612,824,140,40,290,486,32,384,3864,720,1056,586,374
612,822,136,38,296,502,30,400,4116,808,660,592,372
614,830,136,38,288,478,32,384,4444,686,1008,594,370
616,822,134,40,286,474,30,392,3850,712,1032,588,372
610,824,140,40,286,480,30,382,4476,744,1006,590,372
606,832,136,38,288,486,30,384,4478,722,1040,588,372
604,832,136,38,286,484,30,388,4518,732,1014,588,370
608,822,136,38,288,490,30,394,3558,746,1012,588,372
608,820,136,38,288,476,32,376,3888,494,1124,588,372
610,828,142,38,288,478,32,396,3876,688,1020,582,372
608,830,140,40,294,480,32,378,4486,690,1030,588,370
606,824,136,40,286,478,32,380,3880,712,1010,584,372
608,826,136,38,288,496,32,378,4106,808,660,590,374
610,828,136,40,286,480,30,392,3920,822,1012,584,372
616,826,134,38,302,474,30,382,4000,756,1006,606,370
610,836,136,38,292,612,30,384,3850,708,1012,590,370
614,826,134,40,292,478,30,396,3864,722,1018,584,370
610,826,136,38,286,916,32,378,3860,712,1012,586,370
614,826,136,38,286,482,32,378,3844,708,1012,586,370
616,834,140,38,292,586,30,396,3944,706,1012,594,370
610,830,142,38,286,480,30,394,4428,716,1008,596,372
614,828,142,38,286,490,32,392,3590,748,1040,586,370
610,836,136,38,286,496,30,414,4430,724,1014,584,370
612,826,136,38,288,498,32,378,4732,716,1030,586,372
612,830,136,40,284,478,30,396,4408,732,1114,596,368
614,822,134,40,290,486,32,378,3878,698,1016,590,370
614,822,140,40,288,494,30,384,4792,706,1062,584,372
614,832,134,38,286,484,30,382,4538,702,1044,590,372
608,830,140,40,286,480,32,390,4446,1126,1010,592,372
612,830,134,40,286,480,30,392,3850,728,1034,590,370
612,830,136,38,290,498,30,390,4698,720,1100,590,372
610,830,134,42,286,480,32,378,3854,766,1042,586,368
610,822,134,42,284,748,32,378,3904,706,1048,596,370
614,836,134,40,288,474,30,382,3860,510,1156,588,372
614,832,136,38,286,1238,32,390,3592,708,1022,586,372
614,832,136,38,292,494,30,384,3842,742,1026,588,374
608,824,136,40,284,810,30,382,3878,726,1026,596,370
610,830,136,40,292,492,30,410,3882,712,1030,590,370
612,822,134,40,292,488,32,378,3902,686,1014,586,372
614,830,134,40,290,480,30,384,3924,752,1042,584,374
616,834,134,42,284,476,30,382,3878,520,1182,586,372
614,824,134,38,284,476,30,400,3878,736,1028,588,372
614,828,136,40,290,484,30,400,3912,538,1138,592,372
612,834,134,40,290,496,30,388,3566,736,1012,588,370
606,830,134,40,286,496,30,382,3904,696,1010,588,372
614,828,136,38,290,486,32,378,3894,736,1010,590,370
614,828,142,38,286,482,30,382,3902,522,1170,590,372
612,822,136,38,294,482,30,384,3948,1394,1004,592,372
610,824,134,40,284,478,32,404,4114,812,686,598,374
606,830,136,38,284,478,30,384,4610,506,1170,588,374
608,828,140,38,296,484,30,384,3846,738,1026,590,374
606,836,132,42,286,480,32,388,3930,720,1024,588,370
608,830,140,40,286,482,32,386,3894,728,1052,586,370
604,824,134,38,288,500,30,394,3566,738,1010,588,372
610,822,134,40,296,508,30,380,3902,748,1014,584,374
616,832,134,40,286,482,32,392,3574,492,1138,584,372
612,836,136,40,288,474,32,378,3878,728,1010,588,372
614,822,136,38,294,480,30,384,3912,704,1004,586,370
612,830,140,38,288,476,32,376,4116,832,658,602,372
610,836,136,38,288,480,32,376,3890,718,1022,588,372
608,832,134,40,292,478,30,392,3848,724,1080,586,370
610,828,140,40,284,482,32,392,3580,774,1012,590,370
610,834,134,40,290,468,32,378,4090,832,688,598,372
610,840,136,38,286,470,30,380,3894,774,1010,588,372
612,824,134,40,286,496,32,388,3854,704,1058,582,372
610,836,136,38,290,480,30,384,3858,696,1138,590,374
618,824,136,38,286,484,30,380,3894,720,1026,586,372
604,832,134,38,292,494,30,384,3838,702,1596,588,372
604,822,136,40,286,496,30,384,3870,742,1050,596,370
606,832,132,40,290,478,30,384,3878,734,1016,592,372
606,826,142,38,294,470,30,384,3860,710,1020,584,370
612,824,142,38,292,478,30,384,3912,690,1014,586,370
608,826,142,38,288,484,30,396,3552,712,1046,588,370
610,830,136,38,288,480,30,398,3872,742,1016,590,370
604,834,142,38,290,480,30,380,4078,774,660,594,372
608,832,134,40,286,486,30,416,4350,506,1142,580,372
604,822,136,38,292,482,30,382,5428,722,1042,588,374
612,826,142,38,288,484,30,394,3566,710,1032,590,370
610,830,136,38,290,468,30,386,3924,714,1042,590,370
608,836,140,40,286,486,32,380,3860,714,1008,586,372
606,834,134,40,286,480,30,382,3920,508,1170,590,370
630,838,154,40,350,512,32,388,3974,712,1076,588,372
610,828,136,40,308,502,30,394,3560,846,1008,594,372
610,826,140,38,290,470,30,382,3868,688,1008,586,372
610,832,134,38,288,472,32,398,3894,720,1014,590,370
608,836,134,40,286,470,30,388,3682,748,1008,588,370
616,830,134,38,286,488,30,384,4500,718,1044,584,374
610,830,136,38,288,472,30,386,4478,742,1026,590,372
606,832,136,38,288,470,30,384,4488,734,1012,590,372
608,822,136,40,286,470,30,392,3896,742,1014,588,372
612,828,136,38,292,920,30,394,4128,706,1008,588,374
616,824,136,40,286,470,30,398,4498,710,1012,588,372
606,828,140,38,286,474,30,384,3884,514,1130,582,372
604,836,140,38,294,482,30,384,5050,728,1012,586,370
618,832,134,38,286,468,30,382,3890,720,1034,584,374
612,818,136,40,286,470,30,386,3866,744,1040,590,372
604,828,140,40,284,484,30,398,3544,716,1578,596,368
614,822,134,40,288,474,30,394,3894,508,1132,586,370
608,828,136,38,286,468,32,378,3894,696,1004,590,370
614,834,136,38,288,468,30,382,3860,724,1040,592,370
610,828,136,40,286,804,32,402,3590,716,1036,588,372
616,830,140,40,286,466,32,392,3548,734,1018,588,372
610,832,136,40,286,468,32,390,3834,714,1042,596,368
610,828,134,40,286,466,32,398,3932,712,1016,588,372
612,836,136,40,288,476,32,392,4424,724,1020,592,372
614,832,140,40,286,466,32,396,5644,688,1014,584,372
612,836,134,40,294,510,32,408,4194,724,1016,588,372
612,830,142,38,286,472,30,384,3894,690,1014,584,370
610,824,134,38,286,492,30,384,4776,702,1008,586,370
606,832,134,40,284,474,32,376,4730,512,1116,588,376
614,826,134,38,286,466,32,378,4494,736,1030,590,370
616,836,134,40,284,478,32,396,3854,718,1046,582,370
614,822,134,40,310,472,30,384,4836,750,1668,592,372
614,832,136,40,292,480,30,394,4414,686,1738,590,374
614,834,136,38,288,486,30,380,3864,510,1156,586,368
612,830,136,38,286,478,30,382,4118,804,660,596,370
610,830,134,40,284,480,30,402,3588,712,1040,590,372
610,830,136,40,286,496,32,378,3852,726,1078,586,370
612,826,142,38,286,488,30,382,3888,518,1140,584,370
610,824,136,38,288,470,30,384,3868,724,1010,588,372
612,826,136,38,286,468,32,390,3514,800,1168,588,372
610,834,136,40,286,470,30,384,3888,508,1160,592,372
616,830,140,40,286,494,30,380,4664,510,1168,586,370
614,822,140,38,294,484,30,398,3574,768,1020,584,372
612,836,134,40,286,480,30,410,4630,924,1026,592,370
610,832,136,38,284,492,30,394,4044,726,1076,586,374
616,824,136,38,286,470,32,386,4836,714,1078,586,370
612,822,142,38,288,466,32,378,4678,704,1010,588,370
608,832,140,40,286,466,32,378,4064,696,1010,590,372
608,826,136,38,288,486,30,384,3872,696,1014,586,370
608,826,136,38,292,468,30,394,3580,516,1122,588,368
612,828,136,38,286,472,30,380,3858,748,1016,582,370
606,830,136,40,286,476,30,382,3894,744,1014,588,372
612,826,140,38,288,476,30,382,3876,720,1008,586,370
604,834,136,40,286,470,30,384,4124,816,660,596,370
614,822,140,40,288,464,30,382,3844,744,1012,594,372
606,838,140,40,286,470,32,388,3862,714,1032,588,374
612,826,142,38,288,778,32,386,3894,526,1170,592,368
610,828,136,40,288,478,30,390,4106,834,662,594,372
606,820,136,40,284,476,30,384,3878,738,1014,588,374
612,834,136,40,286,468,30,380,3912,708,1010,588,372
614,834,134,40,284,470,30,386,5102,698,1028,586,370
610,828,140,40,286,472,32,390,5176,730,1046,582,372
606,830,136,40,286,498,30,382,4378,520,1162,588,372
604,832,134,40,284,490,32,380,5372,276,946,582,370
612,834,136,38,286,472,30,392,3872,712,1040,584,374
610,822,136,38,300,482,32,384,3668,762,1012,590,370
606,832,136,38,284,474,30,402,3868,744,1012,590,372
612,834,140,40,286,486,30,384,4126,806,682,602,370
612,822,142,38,286,472,30,404,3586,710,1044,592,372
612,826,136,38,286,496,30,394,3548,718,1016,582,372
616,824,140,40,290,484,30,400,3860,734,1010,588,374
612,822,134,40,286,478,30,410,3942,506,1126,586,372
612,836,134,42,284,478,32,390,3548,870,1020,590,372
610,836,136,38,288,476,30,384,3884,710,1030,586,374
616,824,136,38,284,484,30,384,3876,746,1012,586,370
606,838,136,38,288,482,30,384,3872,736,1036,588,370
610,824,140,38,294,488,30,384,3876,748,1044,584,372
612,824,140,38,290,478,32,416,3852,856,1786,588,372
612,826,136,38,284,486,32,396,3886,522,1170,586,370
606,830,134,42,294,518,32,378,4010,754,1042,582,370
610,822,136,40,282,484,30,382,3844,716,1028,584,374
610,830,134,40,284,474,32,378,3908,702,1008,584,370
610,832,136,40,286,476,30,400,3924,700,1014,586,372
616,828,136,38,290,470,30,384,3888,698,1012,578,372
612,824,134,40,284,472,30,384,3886,744,1012,590,372
610,824,134,38,290,478,30,386,3862,682,1010,594,370
610,830,136,40,292,488,30,392,3868,720,1042,586,370
606,836,134,40,284,484,30,384,3840,752,1022,586,374
612,824,136,38,288,480,32,388,3886,726,1022,588,372
610,822,134,38,290,482,30,382,4478,742,1016,584,370
610,836,136,38,284,482,30,392,3894,704,1016,588,374
608,836,134,42,284,478,30,378,4448,712,1060,584,370
610,820,136,40,288,480,30,414,4138,742,1014,590,372
610,830,140,38,290,482,32,400,4172,510,1576,588,372
608,834,136,38,286,472,30,400,3866,530,1134,592,370
610,830,136,38,290,484,30,388,3810,916,1008,586,372
618,826,142,38,288,480,32,396,3860,728,1040,586,372
614,820,136,40,284,478,30,382,4634,744,1012,592,372
614,826,136,38,298,504,28,420,4008,740,1016,584,372
616,830,142,38,288,478,30,402,3876,736,1032,586,370
616,830,136,38,286,488,28,386,3866,850,1674,588,372
614,836,134,42,282,472,30,400,3870,806,1038,588,370
614,834,136,40,288,476,30,384,4088,834,688,598,370
610,830,142,38,286,488,30,396,3872,778,1028,596,370
614,828,142,38,294,482,30,402,4116,806,684,592,372
614,824,134,40,290,484,32,414,3850,722,1008,588,374
614,824,140,40,288,478,30,412,4472,704,1016,588,372
612,830,140,38,288,732,32,378,4758,744,1036,588,372
614,824,134,38,290,478,30,382,3904,700,1014,580,372
612,834,140,38,288,472,32,400,4436,718,1014,586,370
614,828,136,38,288,492,30,384,4706,750,1014,588,372
610,830,136,38,286,492,30,388,4440,728,1030,586,376
612,826,136,38,286,480,32,386,4122,794,654,596,370
616,824,136,38,286,486,30,394,4690,728,1694,590,374
612,830,134,38,290,480,30,396,4404,508,1132,588,370
612,822,136,38,286,478,30,384,4742,724,1052,586,370
614,822,136,38,286,470,30,400,3864,722,1044,588,372
616,826,136,40,284,464,32,396,4740,718,1026,586,372
612,830,134,40,282,484,30,384,5226,504,1172,588,372
616,832,136,38,288,484,30,392,5290,504,1160,584,374
612,828,134,40,286,482,30,392,3562,520,1168,590,374
610,824,136,38,286,490,30,384,3898,714,1044,586,372
604,824,134,40,284,478,32,398,3586,714,1034,588,372
614,838,134,38,290,496,30,384,3898,744,1010,586,372
614,822,134,40,286,1264,32,376,3858,696,1020,586,370
612,824,134,42,286,496,32,400,3574,512,1122,588,370
612,834,136,40,286,940,30,394,3566,746,1042,582,372
616,836,136,40,284,478,30,394,3908,718,1028,596,368
610,828,136,38,288,872,32,410,3576,714,1042,586,370
614,832,134,42,288,476,32,376,4110,798,658,598,370
612,828,134,38,290,488,30,380,3866,754,1026,584,374
612,842,134,40,298,488,30,388,3982,736,1024,586,372
612,832,134,40,296,504,30,404,3584,742,1022,594,370
606,828,136,40,290,474,32,376,3946,722,1020,580,374
610,832,132,40,286,482,32,386,4114,812,656,598,370
612,828,134,40,286,474,32,378,3852,716,1040,590,372
614,828,136,38,286,478,32,376,3902,704,1010,586,370
610,822,136,38,290,480,32,394,4090,836,656,594,372
614,830,140,40,286,480,32,378,3852,502,1126,586,370
610,832,142,38,294,482,32,378,3842,524,1166,590,374
610,822,136,38,284,478,30,382,3886,702,1022,590,370
610,832,136,38,286,496,30,384,3842,710,1016,588,374
612,830,134,40,290,490,30,380,3870,704,1114,584,372
614,830,140,40,286,486,32,378,3864,714,1042,580,372
614,830,136,38,288,484,30,402,3938,720,1024,586,372
614,828,136,38,290,480,30,382,3904,838,1264,588,372
612,830,134,38,286,486,32,378,3904,742,1020,586,370
618,824,136,38,284,476,32,386,3860,850,1054,588,372
616,824,136,38,288,478,32,398,3866,712,1014,582,372
614,830,136,38,290,480,32,378,3880,704,1044,590,372
612,826,136,40,286,474,32,380,5138,788,1012,582,372
614,824,142,38,286,482,32,378,3898,1562,1014,586,372
610,826,136,38,286,478,30,392,3862,684,1014,586,374
614,826,142,38,286,484,32,396,3868,718,1042,586,370
608,824,136,38,288,472,30,380,3916,712,1010,590,372
612,824,136,38,286,486,30,382,3860,698,1014,582,372
612,820,136,38,286,482,32,388,3910,748,1012,588,372
612,822,136,40,286,472,30,384,3840,728,1016,586,370
614,832,136,38,288,510,30,380,3844,706,1026,590,372
612,832,136,40,294,476,30,384,3858,1042,1146,588,370
614,822,140,40,294,886,30,384,3874,680,1020,592,372
612,836,134,38,288,488,30,384,3846,742,1012,592,372
612,830,140,40,288,1114,32,378,3852,708,1008,588,372
614,826,136,38,286,484,30,382,3872,506,1126,586,370
610,832,136,40,286,474,30,384,3900,522,1130,586,370
672,820,234,42,490,652,30,400,3952,766,1052,618,374
606,832,134,42,286,478,32,396,3868,708,1148,590,370
606,832,136,38,294,506,30,382,3868,712,1014,590,370
606,822,136,40,286,480,30,384,3876,716,1004,580,372
606,826,136,38,286,492,30,396,3556,742,1150,584,370
608,832,140,40,284,480,32,380,3912,724,1014,586,370
612,832,136,38,286,484,30,384,4474,728,1026,582,374
614,830,134,38,288,478,32,392,3926,684,1028,586,370
614,822,142,38,288,482,30,384,5482,506,1136,588,370
606,820,136,38,284,482,28,402,4494,1380,1026,584,370
610,826,136,38,286,480,30,392,4436,724,1012,586,370
602,832,136,40,282,478,32,414,3868,746,1012,586,370
608,830,136,38,286,494,32,378,3922,690,1688,584,368
606,822,136,38,290,480,30,392,3870,716,1040,586,372
616,830,142,38,288,486,30,412,4478,722,1010,588,376
610,834,134,38,284,488,32,378,3904,748,1012,584,370
606,822,140,40,284,484,30,386,3930,742,1056,594,370
610,830,142,38,284,488,28,384,3896,728,1036,584,376
616,826,134,40,286,478,32,410,3568,682,1266,590,370
606,832,142,38,290,474,32,378,4080,812,656,598,372
604,824,134,40,294,508,30,400,4104,836,686,594,370
614,828,140,38,288,474,32,376,3880,708,1016,584,372
610,830,134,40,284,476,32,396,3836,696,1016,588,372
612,822,142,38,288,482,32,378,3908,692,1098,586,370
612,836,134,40,296,476,32,378,3850,720,1020,582,374
614,822,136,38,292,464,30,418,3886,682,1010,588,370
610,822,136,38,288,488,30,380,3886,720,1044,584,370
614,828,136,40,286,490,32,396,3898,726,1028,590,372
612,828,136,40,290,480,30,396,3584,716,1094,588,372
616,836,134,40,300,478,30,392,3950,716,1028,584,374
614,832,134,38,290,480,30,400,3932,722,1038,588,372
614,826,136,38,286,486,28,384,4992,934,1016,590,372
614,832,140,38,286,486,30,414,5188,724,1012,590,372
612,822,142,38,286,478,30,384,3884,690,1006,584,374
614,822,142,38,286,478,30,382,4972,506,1136,590,374
614,826,142,38,288,480,30,394,3874,718,1036,590,370
614,832,134,40,290,500,30,384,3852,696,1016,590,372
612,832,140,40,284,494,30,414,4542,748,1004,592,370
612,828,136,38,284,506,30,390,3858,838,1010,584,370
610,828,136,38,288,476,30,384,3888,696,1012,590,372
610,822,136,38,286,484,30,390,4184,716,1010,590,374
614,826,136,38,288,482,30,384,3892,696,1024,584,372
612,830,134,38,286,488,32,380,5048,716,1012,588,370
612,822,142,38,286,480,30,384,3878,712,1006,592,372
610,830,140,40,292,486,30,380,3870,508,1160,592,370
614,822,136,38,288,468,30,412,3806,936,1012,584,374
614,828,136,40,288,480,30,390,4088,800,658,600,370
610,828,136,38,296,486,32,378,3886,528,1134,584,372
614,822,136,40,290,474,30,394,4502,498,1158,588,374
614,832,142,38,288,488,28,384,3864,694,1016,590,372
614,838,140,38,286,478,32,406,4628,692,1010,586,374
610,834,142,38,288,484,30,380,3856,716,1012,590,370
616,822,136,40,286,494,30,382,3896,720,1052,590,370
610,830,140,40,288,476,32,376,4078,786,660,598,370
612,832,140,38,288,502,30,394,3592,694,1012,584,368
612,826,136,38,288,480,30,390,3924,712,1020,586,370
610,822,136,38,288,482,30,396,4042,726,1040,588,370
616,832,136,40,284,494,30,384,3860,716,1008,590,372
614,826,136,38,290,470,30,400,3866,1472,1014,588,370
612,824,136,38,288,488,30,382,3866,740,1038,586,370
614,822,136,38,288,474,30,394,3560,746,1030,590,370
614,832,134,40,292,474,32,406,3872,508,1162,586,370
614,826,136,38,286,478,32,380,3878,720,1020,592,370
618,828,134,38,304,480,30,392,3930,738,1012,608,370
612,834,136,38,284,480,32,400,3562,750,1012,592,370
612,834,134,42,290,484,30,396,3862,762,1010,588,370
612,840,134,40,286,468,32,406,3864,726,1182,590,370
614,826,134,40,286,486,32,378,3882,506,1124,588,374
614,838,134,40,286,480,28,412,4118,806,658,598,370
612,822,134,40,284,480,30,378,3888,726,1048,590,370
604,822,136,38,292,484,30,400,3886,700,1024,584,372
610,826,134,38,292,480,32,418,3554,530,1128,588,374
612,826,132,40,284,796,32,400,3520,748,1018,588,370
612,824,140,40,296,800,32,404,3854,734,1012,594,370
604,824,134,40,304,502,32,400,3512,714,1008,590,372
604,822,134,40,286,486,30,386,3830,722,1010,588,372
610,830,134,40,286,488,30,382,3876,678,1012,588,374
612,834,136,40,286,472,30,400,3850,748,1008,586,370
610,834,134,42,286,478,30,404,3916,696,1010,588,374
612,826,136,38,288,476,30,408,3886,728,1064,586,372
614,834,136,38,286,480,30,404,3906,704,1014,594,372
610,822,136,40,286,484,30,388,3844,692,1014,590,374
614,834,142,38,290,478,32,400,3564,502,1126,586,374
612,834,140,38,290,488,30,384,3902,718,1040,592,370
612,828,136,38,288,486,30,398,3876,734,1014,590,372
612,822,136,40,286,488,30,410,3876,736,1020,590,372
610,828,134,40,286,484,30,392,3908,702,1028,596,368
612,830,136,38,288,482,30,382,3894,744,1012,590,372
614,828,140,38,288,482,30,400,4122,806,656,596,376
616,826,136,38,288,500,30,384,3848,512,1160,592,370
610,828,134,40,284,482,30,394,3586,728,1010,584,372
612,834,134,40,284,480,30,400,3860,734,1024,588,374
